game_id,game_link,game_name,age_rating,platform_name
850,/game/ds/mario-luigi-partners-in-time                                                                                                                                                                   ,Mario & Luigi: Partners in Time                                                                                                                                                                         ,E         ,DS                                                                                                  
851,/game/game-boy-advance/dr-mario-puzzle-league                                                                                                                                                           ,Dr. Mario / Puzzle League                                                                                                                                                                               ,E         ,GBA                                                                                                 
852,/game/ds/mario-kart-ds                                                                                                                                                                                  ,Mario Kart DS                                                                                                                                                                                           ,E         ,DS                                                                                                  
853,/game/gamecube/mario-party-7                                                                                                                                                                            ,Mario Party 7                                                                                                                                                                                           ,E         ,GC                                                                                                  
854,/game/game-boy-advance/donkey-kong-country-3                                                                                                                                                            ,Donkey Kong Country 3                                                                                                                                                                                   ,E         ,GBA                                                                                                 
855,/game/ds/metroid-prime-pinball                                                                                                                                                                          ,Metroid Prime Pinball                                                                                                                                                                                   ,E         ,DS                                                                                                  
856,/game/ds/nintendogs-best-friends                                                                                                                                                                        ,Nintendogs: Best Friends                                                                                                                                                                                ,E         ,DS                                                                                                  
857,/game/gamecube/dance-dance-revolution-mario-mix                                                                                                                                                         ,Dance Dance Revolution: Mario Mix                                                                                                                                                                       ,E         ,GC                                                                                                  
858,/game/gamecube/fire-emblem-path-of-radiance                                                                                                                                                             ,Fire Emblem: Path of Radiance                                                                                                                                                                           ,T         ,GC                                                                                                  
859,/game/gamecube/pokemon-xd-gale-of-darkness                                                                                                                                                              ,Pokemon XD: Gale of Darkness                                                                                                                                                                            ,E         ,GC                                                                                                  
860,/game/ds/trace-memory                                                                                                                                                                                   ,Trace Memory                                                                                                                                                                                            ,T         ,DS                                                                                                  
861,/game/gamecube/battalion-wars                                                                                                                                                                           ,Battalion Wars                                                                                                                                                                                          ,T         ,GC                                                                                                  
862,/game/game-boy-advance/dk-king-of-swing                                                                                                                                                                 ,DK: King of Swing                                                                                                                                                                                       ,E         ,GBA                                                                                                 
863,/game/gamecube/mario-superstar-baseball                                                                                                                                                                 ,Mario Superstar Baseball                                                                                                                                                                                ,E         ,GC                                                                                                  
864,/game/game-boy-advance/dynasty-warriors-advance                                                                                                                                                         ,Dynasty Warriors Advance                                                                                                                                                                                ,E         ,GBA                                                                                                 
865,/game/ds/advance-wars-dual-strike                                                                                                                                                                       ,Advance Wars: Dual Strike                                                                                                                                                                               ,E         ,DS                                                                                                  
866,/game/ds/nintendogs-chihuahua-friends                                                                                                                                                                   ,Nintendogs: Chihuahua & Friends                                                                                                                                                                         ,E         ,DS                                                                                                  
867,/game/ds/nintendogs-dachshund-friends                                                                                                                                                                   ,Nintendogs: Dachshund & Friends                                                                                                                                                                         ,E         ,DS                                                                                                  
868,/game/ds/nintendogs-lab-friends                                                                                                                                                                         ,Nintendogs: Lab & Friends                                                                                                                                                                               ,E         ,DS                                                                                                  
869,/game/gamecube/geist                                                                                                                                                                                    ,Geist                                                                                                                                                                                                   ,M         ,GC                                                                                                  
870,/game/ds/meteos                                                                                                                                                                                         ,Meteos                                                                                                                                                                                                  ,E         ,DS                                                                                                  
871,/game/ds/kirby-canvas-curse                                                                                                                                                                             ,Kirby: Canvas Curse                                                                                                                                                                                     ,E         ,DS                                                                                                  
872,/game/game-boy-advance/yoshi-topsy-turvy                                                                                                                                                                ,Yoshi Topsy-Turvy                                                                                                                                                                                       ,E         ,GBA                                                                                                 
873,/game/game-boy-advance/fire-emblem-the-sacred-stones                                                                                                                                                    ,Fire Emblem: The Sacred Stones                                                                                                                                                                          ,E         ,GBA                                                                                                 
874,/game/game-boy-advance/warioware-twisted!                                                                                                                                                               ,WarioWare: Twisted!                                                                                                                                                                                     ,E         ,GBA                                                                                                 
875,/game/gamecube/donkey-konga-2                                                                                                                                                                           ,Donkey Konga 2                                                                                                                                                                                          ,T         ,GC                                                                                                  
876,/game/game-boy-advance/pokemon-emerald-version                                                                                                                                                          ,Pokemon Emerald Version                                                                                                                                                                                 ,          ,GBA                                                                                                 
877,/game/ds/polarium                                                                                                                                                                                       ,Polarium                                                                                                                                                                                                ,          ,DS                                                                                                  
878,/game/game-boy-advance/mario-party-advance                                                                                                                                                              ,Mario Party Advance                                                                                                                                                                                     ,E         ,GBA                                                                                                 
879,/game/ds/yoshi-touch-go                                                                                                                                                                                 ,Yoshi Touch & Go                                                                                                                                                                                        ,E         ,DS                                                                                                  
880,/game/ds/pokemon-dash                                                                                                                                                                                   ,Pokemon Dash                                                                                                                                                                                            ,E         ,DS                                                                                                  
881,/game/gamecube/donkey-kong-jungle-beat                                                                                                                                                                  ,Donkey Kong Jungle Beat                                                                                                                                                                                 ,E10+      ,GC                                                                                                  
882,/game/ds/warioware-touched!                                                                                                                                                                             ,WarioWare: Touched!                                                                                                                                                                                     ,E         ,DS                                                                                                  
883,/game/gamecube/star-fox-assault                                                                                                                                                                         ,Star Fox: Assault                                                                                                                                                                                       ,T         ,GC                                                                                                  
884,/game/game-boy-advance/the-legend-of-zelda-the-minish-cap                                                                                                                                               ,The Legend of Zelda: The Minish Cap                                                                                                                                                                     ,E         ,GBA                                                                                                 
885,/game/gamecube/mario-party-6                                                                                                                                                                            ,Mario Party 6                                                                                                                                                                                           ,E         ,GC                                                                                                  
886,/game/game-boy-advance/final-fantasy-i-ii-dawn-of-souls                                                                                                                                                 ,Final Fantasy I & II: Dawn of Souls                                                                                                                                                                     ,E         ,GBA                                                                                                 
887,/game/ds/pictochat                                                                                                                                                                                      ,PictoChat                                                                                                                                                                                               ,          ,DS                                                                                                  
888,/game/ds/super-mario-64-ds                                                                                                                                                                              ,Super Mario 64 DS                                                                                                                                                                                       ,E         ,DS                                                                                                  
889,/game/ds/nintendo-ds                                                                                                                                                                                    ,Nintendo DS                                                                                                                                                                                             ,          ,DS                                                                                                  
890,/game/ds/metroid-prime-hunters---first-hunt                                                                                                                                                             ,Metroid Prime: Hunters - First Hunt                                                                                                                                                                     ,RP        ,DS                                                                                                  
891,/game/gamecube/metroid-prime-2-echoes                                                                                                                                                                   ,Metroid Prime 2: Echoes                                                                                                                                                                                 ,T         ,GC                                                                                                  
892,/game/game-boy-advance/donkey-kong-country-2                                                                                                                                                            ,Donkey Kong Country 2                                                                                                                                                                                   ,E         ,GBA                                                                                                 
893,/game/gamecube/mario-power-tennis                                                                                                                                                                       ,Mario Power Tennis                                                                                                                                                                                      ,E         ,GC                                                                                                  
894,/game/game-boy-advance/classic-nes-series-dr-mario                                                                                                                                                      ,Classic NES Series: Dr. Mario                                                                                                                                                                           ,E         ,GBA                                                                                                 
895,/game/game-boy-advance/classic-nes-series-castlevania                                                                                                                                                   ,Classic NES Series: Castlevania                                                                                                                                                                         ,E         ,GBA                                                                                                 
896,/game/game-boy-advance/classic-nes-series-zelda-ii-the-adventure-of-link                                                                                                                                ,Classic NES Series: Zelda II: The Adventure of Link                                                                                                                                                     ,E         ,GBA                                                                                                 
897,/game/game-boy-advance/classic-nes-series-metroid                                                                                                                                                       ,Classic NES Series: Metroid                                                                                                                                                                             ,E         ,GBA                                                                                                 
898,/game/game-boy-advance/kirby-the-amazing-mirror                                                                                                                                                         ,Kirby & the Amazing Mirror                                                                                                                                                                              ,E         ,GBA                                                                                                 
899,/game/gamecube/paper-mario-the-thousand-year-door                                                                                                                                                       ,Paper Mario: The Thousand-Year Door                                                                                                                                                                     ,E         ,GC                                                                                                  
900,/game/game-boy-advance/mario-pinball-land                                                                                                                                                               ,Mario Pinball Land                                                                                                                                                                                      ,E         ,GBA                                                                                                 
901,/game/gamecube/donkey-konga                                                                                                                                                                             ,Donkey Konga                                                                                                                                                                                            ,E         ,GC                                                                                                  
902,/game/game-boy-advance/f-zero-gp-legend                                                                                                                                                                 ,F-Zero GP Legend                                                                                                                                                                                        ,E         ,GBA                                                                                                 
903,/game/game-boy-advance/pokemon-firered-version                                                                                                                                                          ,Pokemon FireRed Version                                                                                                                                                                                 ,E         ,GBA                                                                                                 
904,/game/game-boy-advance/pokemon-leafgreen-version                                                                                                                                                        ,Pokemon LeafGreen Version                                                                                                                                                                               ,E         ,GBA                                                                                                 
905,/game/gamecube/pikmin-2                                                                                                                                                                                 ,Pikmin 2                                                                                                                                                                                                ,E         ,GC                                                                                                  
906,/game/game-boy-advance/hamtaro-ham-ham-games                                                                                                                                                            ,Hamtaro: Ham-Ham Games                                                                                                                                                                                  ,E         ,GBA                                                                                                 
907,/game/gamecube/pokemon-box-ruby-and-sapphire                                                                                                                                                            ,Pokemon Box: Ruby and Sapphire                                                                                                                                                                          ,E         ,GC                                                                                                  
908,/game/game-boy-advance/mario-golf-advance-tour                                                                                                                                                          ,Mario Golf: Advance Tour                                                                                                                                                                                ,E         ,GBA                                                                                                 
909,/game/gamecube/the-legend-of-zelda-four-swords-adventures                                                                                                                                               ,The Legend of Zelda: Four Swords Adventures                                                                                                                                                             ,E         ,GC                                                                                                  
910,/game/game-boy-advance/classic-nes-series-ice-climber                                                                                                                                                   ,Classic NES Series: Ice Climber                                                                                                                                                                         ,E         ,GBA                                                                                                 
911,/game/game-boy-advance/classic-nes-series-excitebike                                                                                                                                                    ,Classic NES Series: Excitebike                                                                                                                                                                          ,E         ,GBA                                                                                                 
912,/game/game-boy-advance/classic-nes-series-super-mario-bros                                                                                                                                              ,Classic NES Series: Super Mario Bros.                                                                                                                                                                   ,E         ,GBA                                                                                                 
913,/game/game-boy-advance/classic-nes-series-the-legend-of-zelda                                                                                                                                           ,Classic NES Series: The Legend of Zelda                                                                                                                                                                 ,E         ,GBA                                                                                                 
914,/game/game-boy-advance/classic-nes-series-donkey-kong                                                                                                                                                   ,Classic NES Series: Donkey Kong                                                                                                                                                                         ,E         ,GBA                                                                                                 
915,/game/game-boy-advance/classic-nes-series-pac-man                                                                                                                                                       ,Classic NES Series: Pac-Man                                                                                                                                                                             ,E         ,GBA                                                                                                 
916,/game/game-boy-advance/mario-vs-donkey-kong                                                                                                                                                             ,Mario vs. Donkey Kong                                                                                                                                                                                   ,E         ,GBA                                                                                                 
917,/game/gamecube/custom-robo                                                                                                                                                                              ,Custom Robo                                                                                                                                                                                             ,T         ,GC                                                                                                  
918,/game/gamecube/warioware-inc-mega-party-game!                                                                                                                                                           ,"WarioWare, Inc.: Mega Party Game$!                                                                                                                                                                      ",E         ,GC                                                                                                  
919,/game/gamecube/pokemon-colosseum                                                                                                                                                                        ,Pokemon Colosseum                                                                                                                                                                                       ,E         ,GC                                                                                                  
920,/game/gamecube/final-fantasy-crystal-chronicles                                                                                                                                                         ,Final Fantasy Crystal Chronicles                                                                                                                                                                        ,T         ,GC                                                                                                  
921,/game/game-boy-advance/metroid-zero-mission                                                                                                                                                             ,Metroid: Zero Mission                                                                                                                                                                                   ,E         ,GBA                                                                                                 
922,/game/gamecube/pac-man-vs                                                                                                                                                                               ,Pac-Man vs.                                                                                                                                                                                             ,E         ,GC                                                                                                  
923,/game/gamecube/1080-avalanche                                                                                                                                                                           ,1080: Avalanche                                                                                                                                                                                         ,E         ,GC                                                                                                  
924,/game/game-boy-advance/sword-of-mana                                                                                                                                                                    ,Sword of Mana                                                                                                                                                                                           ,E         ,GBA                                                                                                 
925,/game/gamecube/pokemon-channel                                                                                                                                                                          ,Pokemon Channel                                                                                                                                                                                         ,E         ,GC                                                                                                  
926,/game/gamecube/mario-kart-double-dash!!                                                                                                                                                                 ,Mario Kart: Double Dash!!                                                                                                                                                                               ,E         ,GC                                                                                                  
927,/game/game-boy-advance/mario-luigi-superstar-saga                                                                                                                                                       ,Mario & Luigi: Superstar Saga                                                                                                                                                                           ,E         ,GBA                                                                                                 
928,/game/gamecube/the-legend-of-zelda-collectors-edition                                                                                                                                                   ,The Legend of Zelda Collector's Edition                                                                                                                                                                 ,E         ,GC                                                                                                  
929,/game/gamecube/mario-party-5                                                                                                                                                                            ,Mario Party 5                                                                                                                                                                                           ,E         ,GC                                                                                                  
930,/game/game-boy-advance/fire-emblem                                                                                                                                                                      ,Fire Emblem                                                                                                                                                                                             ,E         ,GBA                                                                                                 
931,/game/game-boy-advance/top-gear-rally                                                                                                                                                                   ,Top Gear Rally                                                                                                                                                                                          ,E         ,GBA                                                                                                 
932,/game/game-boy-advance/super-mario-advance-4-super-mario-bros-3                                                                                                                                         ,Super Mario Advance 4: Super Mario Bros. 3                                                                                                                                                              ,E         ,GBA                                                                                                 
933,/game/gamecube/kirby-air-ride                                                                                                                                                                           ,Kirby Air Ride                                                                                                                                                                                          ,E         ,GC                                                                                                  
934,/game/game-boy-advance/final-fantasy-tactics-advance                                                                                                                                                    ,Final Fantasy Tactics Advance                                                                                                                                                                           ,E         ,GBA                                                                                                 
935,/game/gamecube/f-zero-gx                                                                                                                                                                                ,F-Zero GX                                                                                                                                                                                               ,T         ,GC                                                                                                  
936,/game/game-boy-advance/pokemon-pinball-ruby-sapphire                                                                                                                                                    ,Pokemon Pinball: Ruby & Sapphire                                                                                                                                                                        ,E         ,GBA                                                                                                 
